"id","name","url","mode"
"49652","DigitalGlobe","https://sciencetracker.deltacouncil.ca.gov/node/49652",1
"49654","Ducks Unlimited","https://sciencetracker.deltacouncil.ca.gov/node/49654",1
"49655","East Bay Municipal Utilities District","https://sciencetracker.deltacouncil.ca.gov/node/49655",1
"49656","EcoMetric Consulting","https://sciencetracker.deltacouncil.ca.gov/node/49656",1
"49661","European Space Agency","https://sciencetracker.deltacouncil.ca.gov/node/49661",1
"49662","Fishery Foundation of California","https://sciencetracker.deltacouncil.ca.gov/node/49662",1
"49663","FESSRO","https://sciencetracker.deltacouncil.ca.gov/node/49663",1
"49664","Hydrofocus Inc.","https://sciencetracker.deltacouncil.ca.gov/node/49664",1
"49665","ICF International Inc.","https://sciencetracker.deltacouncil.ca.gov/node/49665",1
"49667","LBNL","https://sciencetracker.deltacouncil.ca.gov/node/49667",1
"49668","Lawrence Livermore National Laboratory","https://sciencetracker.deltacouncil.ca.gov/node/49668",1
"49669","Manomet Inc.","https://sciencetracker.deltacouncil.ca.gov/node/49669",1
"49670","MarineTraffic","https://sciencetracker.deltacouncil.ca.gov/node/49670",1
"49671","Metropolitan Water District of Southern California","https://sciencetracker.deltacouncil.ca.gov/node/49671",1
"49673","Michigan State University","https://sciencetracker.deltacouncil.ca.gov/node/49673",1
"49674","MLML","https://sciencetracker.deltacouncil.ca.gov/node/49674",1
"49675","NASA","https://sciencetracker.deltacouncil.ca.gov/node/49675",1
"49676","NASS","https://sciencetracker.deltacouncil.ca.gov/node/49676",1
"49677","NAIP","https://sciencetracker.deltacouncil.ca.gov/node/49677",1
"49678","National Audubon Society","https://sciencetracker.deltacouncil.ca.gov/node/49678",1
"49681","NMFS","https://sciencetracker.deltacouncil.ca.gov/node/49681",1
"49682","NOAA","https://sciencetracker.deltacouncil.ca.gov/node/49682",1
"49684","NSF","https://sciencetracker.deltacouncil.ca.gov/node/49684",1
"49685","National Wetlands Inventory - Many Supporting Organizations","https://sciencetracker.deltacouncil.ca.gov/node/49685",1
"49686","NatureServe","https://sciencetracker.deltacouncil.ca.gov/node/49686",1
"49687","Northwest Alliance for Computational Science and Engineering - PRISM Climate Group","https://sciencetracker.deltacouncil.ca.gov/node/49687",1
"49689","Oregon State University","https://sciencetracker.deltacouncil.ca.gov/node/49689",1
"49691","Pacific Flyway Council","https://sciencetracker.deltacouncil.ca.gov/node/49691",1
"49692","PSMFC","https://sciencetracker.deltacouncil.ca.gov/node/49692",1
"49693","Point Blue Conservation Science","https://sciencetracker.deltacouncil.ca.gov/node/49693",1
"49694","Port of Stockton Board of Commissioners","https://sciencetracker.deltacouncil.ca.gov/node/49694",1
"49696","R2 Resource Consultants Inc.","https://sciencetracker.deltacouncil.ca.gov/node/49696",1
"49697","RMA","https://sciencetracker.deltacouncil.ca.gov/node/49697",1
"49700","Regional San","https://sciencetracker.deltacouncil.ca.gov/node/49700",1
"49702","Sacramento-San Joaquin Delta Conservancy","https://sciencetracker.deltacouncil.ca.gov/node/49702",1
"49703","San Francisco Bay Bird Observatory","https://sciencetracker.deltacouncil.ca.gov/node/49703",1
"49704","BCDC","https://sciencetracker.deltacouncil.ca.gov/node/49704",1
"49707","SFEI","https://sciencetracker.deltacouncil.ca.gov/node/49707",1
"49708","SFSU","https://sciencetracker.deltacouncil.ca.gov/node/49708",1
"49709","SJCDWQC","https://sciencetracker.deltacouncil.ca.gov/node/49709",1
"49710","San Joaquin County Resource Conservation District","https://sciencetracker.deltacouncil.ca.gov/node/49710",1
"49711","San Joaquin Valley Drainage Authority","https://sciencetracker.deltacouncil.ca.gov/node/49711",1
"49712","Santa Clara University","https://sciencetracker.deltacouncil.ca.gov/node/49712",1
"49714","Solano Land Trust","https://sciencetracker.deltacouncil.ca.gov/node/49714",1
"49715","SCCWRP","https://sciencetracker.deltacouncil.ca.gov/node/49715",1
"49716","SMC","https://sciencetracker.deltacouncil.ca.gov/node/49716",1
"49717","Southwest Climate Adaptation Science Center","https://sciencetracker.deltacouncil.ca.gov/node/49717",1
"49718","Stanford University","https://sciencetracker.deltacouncil.ca.gov/node/49718",1
"49720","SWC","https://sciencetracker.deltacouncil.ca.gov/node/49720",1
"49723","Suisun Resource Conservation District","https://sciencetracker.deltacouncil.ca.gov/node/49723",1
"49724","Texas A&M","https://sciencetracker.deltacouncil.ca.gov/node/49724",1
"49726","The Institute for Bird Populations","https://sciencetracker.deltacouncil.ca.gov/node/49726",1
"49727","The Nature Conservancy","https://sciencetracker.deltacouncil.ca.gov/node/49727",1
"49728","USACE","https://sciencetracker.deltacouncil.ca.gov/node/49728",1
"49729","BIA","https://sciencetracker.deltacouncil.ca.gov/node/49729",1
"49730","BLM","https://sciencetracker.deltacouncil.ca.gov/node/49730",1
"49731","USBR","https://sciencetracker.deltacouncil.ca.gov/node/49731",1
"49732","U.S. Census Bureau","https://sciencetracker.deltacouncil.ca.gov/node/49732",1
"49733","USDA","https://sciencetracker.deltacouncil.ca.gov/node/49733",1
"49735","DoD","https://sciencetracker.deltacouncil.ca.gov/node/49735",1
"49736","DOE-BER","https://sciencetracker.deltacouncil.ca.gov/node/49736",1
"49737","DOE","https://sciencetracker.deltacouncil.ca.gov/node/49737",1
"49738","DoT","https://sciencetracker.deltacouncil.ca.gov/node/49738",1
"49739","EIA","https://sciencetracker.deltacouncil.ca.gov/node/49739",1
"49740","USEPA","https://sciencetracker.deltacouncil.ca.gov/node/49740",1
"49741","USFWS","https://sciencetracker.deltacouncil.ca.gov/node/49741",1
"49742","USFS","https://sciencetracker.deltacouncil.ca.gov/node/49742",1
"49743","USGS","https://sciencetracker.deltacouncil.ca.gov/node/49743",1
"49744","NPS","https://sciencetracker.deltacouncil.ca.gov/node/49744",1
"49745","UNAVCO","https://sciencetracker.deltacouncil.ca.gov/node/49745",1
"49747","UBC","https://sciencetracker.deltacouncil.ca.gov/node/49747",1
"49748","University of California","https://sciencetracker.deltacouncil.ca.gov/node/49748",1
"49749","UC Berkeley","https://sciencetracker.deltacouncil.ca.gov/node/49749",1
"49750","UC Davis","https://sciencetracker.deltacouncil.ca.gov/node/49750",1
"49751","UCLA","https://sciencetracker.deltacouncil.ca.gov/node/49751",1
"49752","UC Merced","https://sciencetracker.deltacouncil.ca.gov/node/49752",1
"49753","UC Riverside","https://sciencetracker.deltacouncil.ca.gov/node/49753",1
"49754","UCSD","https://sciencetracker.deltacouncil.ca.gov/node/49754",1
"49755","UCSB","https://sciencetracker.deltacouncil.ca.gov/node/49755",1
"49756","UCSC","https://sciencetracker.deltacouncil.ca.gov/node/49756",1
"49757","University of Kansas","https://sciencetracker.deltacouncil.ca.gov/node/49757",1
"49759","University of Maryland - Center for Environmental Science","https://sciencetracker.deltacouncil.ca.gov/node/49759",1
"49760","University of South Carolina","https://sciencetracker.deltacouncil.ca.gov/node/49760",1
"49761","UW","https://sciencetracker.deltacouncil.ca.gov/node/49761",1
"49762","Utah State University","https://sciencetracker.deltacouncil.ca.gov/node/49762",1
"49763","Virginia Institute of Marine Science","https://sciencetracker.deltacouncil.ca.gov/node/49763",1
"49764","Western Ecosystems Technology Inc.","https://sciencetracker.deltacouncil.ca.gov/node/49764",1
"49765","WSWC","https://sciencetracker.deltacouncil.ca.gov/node/49765",1
"49766","Westside San Joaquin River Watershed Coalition","https://sciencetracker.deltacouncil.ca.gov/node/49766",1
"49767","Woodland-Davis Clean Water Agency","https://sciencetracker.deltacouncil.ca.gov/node/49767",1
"49769","Yuba River Management Team","https://sciencetracker.deltacouncil.ca.gov/node/49769",1
"49770","Goddard Space Flight Center","https://sciencetracker.deltacouncil.ca.gov/node/49770",1
"49773","ICWP","https://sciencetracker.deltacouncil.ca.gov/node/49773",1
"49774","Land IQ","https://sciencetracker.deltacouncil.ca.gov/node/49774",1
